offset,offset_fin,largo_original,encoding,texto,ruido_probable,palabra_reconocible,traduccion
0x4E44F92,0x4E44FA0,14,ascii,VfeUUeVeUVUUVe,si,,
0x4E44FA2,0x4E44FB0,14,ascii,fUeUUVeeUVUUFE,si,,
0x4E44FB2,0x4E44FC0,14,ascii,UUUUUVVUUUUUUU,si,,
0x4E44FC2,0x4E44FD0,14,ascii,UEEUEUUUDUEUDE,si,,
0x4E44FD2,0x4E44FE0,14,ascii,DDUEUUUTUUTUUT,si,,
0x4E44FE2,0x4E44FF0,14,ascii,UTTUEUUDEDTTUU,si,,
0x4E44FF2,0x4E45000,14,ascii,UTTTDUUUUTTTTU,si,,
0x4E45002,0x4E45010,14,ascii,UUUeDUUEUTUUUT,si,,
0x4E45012,0x4E45020,14,ascii,UUUTUUUUUUUEee,si,,
0x4E45022,0x4E45030,14,ascii,UUeUeUUUUUUUUV,si,,
0x4E45032,0x4E45040,14,ascii,feUUUeeeUUUVeV,si,,
0x4E45042,0x4E45050,14,ascii,UUUVVeVUUUVfUU,si,,
0x4E45052,0x4E45060,14,ascii,UVUUeeVUUUTFUU,si,,
0x4E45062,0x4E45070,14,ascii,ETUDUETUEEDDDT,si,,
0x4E45072,0x4E45080,14,ascii,TDUUDTETTTUTED,si,,
0x4E45082,0x4E45090,14,ascii,TDDTDDEDEDDDD4,si,,
0x4E45092,0x4E450A0,14,ascii,CC4D4CDCDDD334,si,,
0x4E450A2,0x4E450B0,14,ascii,33C3344C3C333C,si,,
0x4E450C2,0x4E450D0,14,ascii,4443D43C333433,si,,
0x4E450D2,0x4E450E0,14,ascii,43333CDDC33D3D,si,,
0x4E450E2,0x4E450F0,14,ascii,3DD3C3C3444343,si,,
0x4E450F2,0x4E45100,14,ascii,33DD4DC3C344CC,si,,
0x4E45102,0x4E45110,14,ascii,CDCDDDDD4DC333,si,,
0x4E45112,0x4E45120,14,ascii,DC4DCCDDDDCCDC,si,,
0x4E45122,0x4E45130,14,ascii,DDDDD5DDDTDDT4,si,,
0x4E45132,0x4E45140,14,ascii,DDDC4CDCCTCDDC,si,,
0x4E45142,0x4E45150,14,ascii,DDDDDDDC43C344,si,,
0x4E45152,0x4E45160,14,ascii,44DCCDDC4DD44D,si,,
0x4E45162,0x4E45170,14,ascii,C4DDCDDD4DC4D3,si,,
0x4E45172,0x4E45180,14,ascii,C4D33D4CC44DC4,si,,
0x4E45182,0x4E45190,14,ascii,43DC34433C3333,si,,
0x4E45192,0x4E451A0,14,ascii,3343C333333D33,si,,
0x4E451A2,0x4E451B0,14,ascii,C3DC4D43C3D4C3,si,,
0x4E451B2,0x4E451C0,14,ascii,433C3C333DC3C4,si,,
0x4E451C2,0x4E451D0,14,ascii,434C4C4D333333,si,,
0x4E451D2,0x4E451E0,14,ascii,CD3D3C3C43443C,si,,
0x4E451E2,0x4E451F1,15,ascii,"DCDD4C4DCDC4ED,",si,,
0x4E455A2,0x4E455B0,14,ascii,DBDESfUUEeUfEe,si,,
0x4E47C72,0x4E47C80,14,ascii,2UU%1D23UVfffU,si,,
0x4E483C2,0x4E483D0,14,ascii,"33""""33333C3333",si,,
0x4E483E2,0x4E483F0,14,ascii,34C333333333CD,si,,
0x4E484B2,0x4E484C0,14,ascii,"33D4D43323""""""""",si,,
0x4E48AB2,0x4E48AC0,14,ascii,"3D4D33E4""""23DT",si,,
0x4E48CC2,0x4E48CD0,14,ascii,4333BTEET42B23,si,,
0x4E55D82,0x4E55D90,14,ascii,DDTDDTUTED23C3,si,,
0x4E55D92,0x4E55DA0,14,ascii,CUfdVfUD5TDUUU,si,,
0x4E58935,0x4E5893F,10,ascii,"1AN1!1"" 2 ",,si,
0x4E58C63,0x4E58C6D,10,ascii,"2!""""2""P!2 ",,,
0x4E5D382,0x4E5D38D,11,ascii,"2333""23""""C3",si,,
0x4E5D3B2,0x4E5D3BC,10,ascii,"!33433""!C2",si,,
0x4E5DA02,0x4E5DA10,14,ascii,UU4TVEE3TUFUDD,si,,
0x4E5DB92,0x4E5DBA0,14,ascii,"D32333333""""""23",si,,
0x4E5DBB2,0x4E5DBC0,14,ascii,DDTV5eVUVUDeVe,si,,
0x4E5DE72,0x4E5DE80,14,ascii,"D433C333""""""2D3",si,,
0x4E5DE92,0x4E5DE9D,11,ascii,EEC343EUUVU,si,,
0x4E5DF02,0x4E5DF10,14,ascii,"C3""""""32334CE32",si,,
0x4E5DF72,0x4E5DF80,14,ascii,D4TDDD44DT4DDC,si,,
0x4E5DF82,0x4E5DF90,14,ascii,EUUFTDCEUUfUee,si,,
0x4E5DFE2,0x4E5DFF0,14,ascii,TeeDDTDESDC3UU,si,,
0x4E5DFF2,0x4E5E000,14,ascii,VfVUE4SU533CCC,si,,
0x4E5E092,0x4E5E0A0,14,ascii,C3334CDCD33333,si,,
0x4E5E192,0x4E5E1A0,14,ascii,3333C3CDD333C3,si,,
0x4E5E1A2,0x4E5E1B0,14,ascii,33333CCDD3333D,si,,
0x4E5E1C2,0x4E5E1D0,14,ascii,ETDDDDTefUC44T,si,,
0x4E5E1D2,0x4E5E1E0,14,ascii,43CDEVfE4SUUU4,si,,
0x4E5E1F2,0x4E5E200,14,ascii,UEDTUUVeUVVUUV,si,,
0x4E5E212,0x4E5E220,14,ascii,UeVVFEUeefVUDT,si,,
0x4E5E222,0x4E5E230,14,ascii,UETEEUVeUffVTE,si,,
0x4E5E232,0x4E5E240,14,ascii,EDUUUD4SDCCD4C,si,,
0x4E5E242,0x4E5E250,14,ascii,3TEUEDFEC45ED4,si,,
0x4E5E2A5,0x4E5E2B0,11,ascii,2C33CCDTDDD,si,,
0x4E5E2B2,0x4E5E2C0,14,ascii,"UDDD3""2D44433D",si,,
0x4E5E2C2,0x4E5E2D0,14,ascii,TTTTUeUEUeVEDU,si,,
0x4E5E2E2,0x4E5E2F0,14,ascii,"33334DCDD3""333",si,,
0x4E5E322,0x4E5E330,14,ascii,D333C334D33333,si,,
0x4E5E3D2,0x4E5E3E0,14,ascii,34343333333333,si,,
0x4E5E3E2,0x4E5E3F0,14,ascii,eVffUETDeUeUff,si,,
0x4E5E3F2,0x4E5E400,14,ascii,33333C334DCD33,si,,
0x4E5E472,0x4E5E480,14,ascii,DC33CDCD33DDDD,si,,
0x4E5E4B2,0x4E5E4C0,14,ascii,EVUVfUEDTTfUUD,si,,
0x4E5E4D2,0x4E5E4E0,14,ascii,"""""""""""333333C33",si,,
0x4E5E4E2,0x4E5E4F0,14,ascii,VEDDETUEdfVEDD,si,,
0x4E5E4F2,0x4E5E500,14,ascii,UDT5DT4DED433D,si,,
0x4E5E502,0x4E5E510,14,ascii,UEEEUTUTUVTUTE,si,,
0x4E5E512,0x4E5E520,14,ascii,DEDCD43TDUECU4,si,,
0x4E5E522,0x4E5E52F,13,ascii,TUTT53EDTE433,si,,
0x4E5E586,0x4E5E590,10,ascii,2332C3DDDE,si,,
0x4E5E5A2,0x4E5E5B0,14,ascii,UeFDCUVVUUEEDD,si,,
0x4E5E6E2,0x4E5E6ED,11,ascii,3D4D3TeDCDD,si,,
0x4E5E722,0x4E5E730,14,ascii,3CeUDEUEVUfVUD,si,,
0x4E5E742,0x4E5E750,14,ascii,"!""""2DDUefUDdf4",si,,
0x4E62182,0x4E62190,14,ascii,"4333""223444""33",si,,
0x4E627F2,0x4E62800,14,ascii,3333333333C333,si,,
0x4E62802,0x4E62810,14,ascii,333333343333CD,si,,
0x4E62812,0x4E62820,14,ascii,3334D3333CC333,si,,
0x4E62822,0x4E62830,14,ascii,33333333343334,si,,
0x4E62832,0x4E62840,14,ascii,33333C33333333,si,,
0x4E62842,0x4E62850,14,ascii,fffVfeUUEfVfff,si,,
0x4E62852,0x4E62860,14,ascii,VVUTTeUVUTTUUD,si,,
0x4E62862,0x4E62870,14,ascii,U4DUeEDDD3DDD4,si,,
0x4E62872,0x4E62880,14,ascii,ECDDDEUUUEUeUT,si,,
0x4E62882,0x4E62890,14,ascii,UTUeVeeUUUUUUV,si,,
0x4E62892,0x4E628A0,14,ascii,UUTUUeeUfUUeff,si,,
0x4E628A2,0x4E628B0,14,ascii,EVVUVdUEUUEUTE,si,,
0x4E628B2,0x4E628C0,14,ascii,UUVUTDTDTUTUDD,si,,
0x4E628C2,0x4E628D0,14,ascii,CDEDDDE4TUTEDD,si,,
0x4E628D2,0x4E628E0,14,ascii,DDDEDDD3D3D4DC,si,,
0x4E628E2,0x4E628F0,14,ascii,C434C343C43232,si,,
0x4E62A82,0x4E62A90,14,ascii,DC3DDDDBCD34D4,si,,
0x4E62AA2,0x4E62AB0,14,ascii,DDDC4SDDDCDTDE,si,,
0x4E62AB2,0x4E62AC0,14,ascii,UUETdUUUdUUUTU,si,,
0x4E62AC2,0x4E62AD0,14,ascii,UUTUVVUUUUfUff,si,,
0x4E62AD2,0x4E62AE0,14,ascii,ffUeUVeUUUEEEV,si,,
0x4E62AE2,0x4E62AF0,14,ascii,UUUUUUTUFUTUUU,si,,
0x4E62AF2,0x4E62B00,14,ascii,EUTTUUUeeeeUUU,si,,
0x4E62B02,0x4E62B10,14,ascii,efVFUUUVTTFETU,si,,
0x4E62B12,0x4E62B20,14,ascii,TUUeUVUUTUeTUV,si,,
0x4E62B22,0x4E62B30,14,ascii,TTEUEUUUUeUeUU,si,,
0x4E62B32,0x4E62B40,14,ascii,VUVUUUUeUVeUff,si,,
0x4E62B42,0x4E62B50,14,ascii,33333434333333,si,,
0x4E62B52,0x4E62B60,14,ascii,333C3334CCCC34,si,,
0x4E62B62,0x4E62B70,14,ascii,43CD4334CDDCD4,si,,
0x4E62BC2,0x4E62BD0,14,ascii,DD4C3CCDD43D43,si,,
0x4E62BD2,0x4E62BE0,14,ascii,443333333334C4,si,,
0x4E62BE2,0x4E62BF0,14,ascii,D3343333343333,si,,
0x4E62BF2,0x4E62C00,14,ascii,UfVeUUeVVeffeU,si,,
0x4E62C02,0x4E62C10,14,ascii,UUEVUVUUUeeeUU,si,,
0x4E62C12,0x4E62C20,14,ascii,UEEDTDTUEDDUUU,si,,
0x4E62C22,0x4E62C30,14,ascii,EEUTUUeeeUVeUV,si,,
0x4E62C32,0x4E62C40,14,ascii,efeUffffVffffV,si,,
0x4E62C42,0x4E62C50,14,ascii,3333C333334D4C,si,,
0x4E62C52,0x4E62C60,14,ascii,CC3333C333CC4D,si,,
0x4E62CD2,0x4E62CE0,14,ascii,DDDDCDDDDDDDDC,si,,
0x4E62CE2,0x4E62CF0,14,ascii,DDD43D443DDC3D,si,,
0x4E62CF2,0x4E62D00,14,ascii,DDDC3343433333,si,,
0x4E62D02,0x4E62D10,14,ascii,VeeVedfVUUUUVU,si,,
0x4E62D12,0x4E62D20,14,ascii,UUVUUVeVVVffee,si,,
0x4E62D22,0x4E62D30,14,ascii,UffVVVfffffVfU,si,,
0x4E62D32,0x4E62D40,14,ascii,fUVVfffffVVfff,si,,
0x4E62D42,0x4E62D50,14,ascii,C3DC3C4C34333C,si,,
0x4E62D52,0x4E62D60,14,ascii,3C44CDCCDDDDD4,si,,
0x4E62D92,0x4E62DA0,14,ascii,DCC444CCD4DC4D,si,,
0x4E62FE2,0x4E62FF0,14,ascii,DDDDDDDDDDD34D,si,,
0x4E62FF2,0x4E63000,14,ascii,D4CD4D43CC4D44,si,,
0x4E63002,0x4E63010,14,ascii,44334333333333,si,,
0x4E63012,0x4E63020,14,ascii,33334333C33333,si,,
0x4E63022,0x4E63030,14,ascii,333433333D3333,si,,
0x4E63032,0x4E63040,14,ascii,3333333C3343DC,si,,
0x4E63042,0x4E63050,14,ascii,333C34DD44C4DC,si,,
0x4E63052,0x4E63060,14,ascii,434433D433C3CC,si,,
0x4E63062,0x4E63070,14,ascii,C3C333333C3333,si,,
0x4E63072,0x4E63080,14,ascii,3333C33333333D,si,,
0x4E63082,0x4E63090,14,ascii,433CDD33D3C333,si,,
0x4E63092,0x4E630A0,14,ascii,D3433343C3333C,si,,
0x4E630A2,0x4E630B0,14,ascii,3334CC33343333,si,,
0x4E630B2,0x4E630C0,14,ascii,43C3C333333333,si,,
0x4E630C2,0x4E630D0,14,ascii,VUffVfVUefVUee,si,,
0x4E630D2,0x4E630E0,14,ascii,UUfVUVffVffefV,si,,
0x4E630E2,0x4E630F0,14,ascii,ffVUVeeVeeffeU,si,,
0x4E630F2,0x4E63100,14,ascii,VUEUeUUVUEUUUE,si,,
0x4E63102,0x4E63110,14,ascii,UUUUUUUUVUUUUU,si,,
0x4E63112,0x4E63120,14,ascii,UUeUUUVUUUUeUU,si,,
0x4E63122,0x4E63130,14,ascii,VUUUeVUeVUVeUU,si,,
0x4E63132,0x4E63140,14,ascii,TTUUTUUeUeVUUU,si,,
0x4E63142,0x4E63150,14,ascii,UUVVVUVeUeVUUf,si,,
0x4E63152,0x4E63160,14,ascii,efVeVffVfVVUfV,si,,
0x4E63162,0x4E63170,14,ascii,UUeVfUVUUUVUUU,si,,
0x4E63172,0x4E63180,14,ascii,UUeVUUUUUUUVUe,si,,
0x4E63182,0x4E63190,14,ascii,UeVfUUfeUeUVUU,si,,
0x4E63192,0x4E631A0,14,ascii,UUVVUVUVUUUUUU,si,,
0x4E631A2,0x4E631B0,14,ascii,UUUUffUVVeVeeU,si,,
0x4E631B2,0x4E631C0,14,ascii,VeUfUefefeffeU,si,,
0x4E631C2,0x4E631D0,14,ascii,fUUUUUVVeUUUUU,si,,
0x4E631D2,0x4E631E0,14,ascii,VeUUUVVeeUUVUU,si,,
0x4E631E2,0x4E631F0,14,ascii,eUeUUUUUUUUUUU,si,,
0x4E631F2,0x4E63200,14,ascii,UVUUUVUTEUUUUU,si,,
0x4E63202,0x4E63210,14,ascii,UUUUUVEUUEEUUU,si,,
0x4E63212,0x4E63220,14,ascii,UUUUUVVeUUUeUe,si,,
0x4E63222,0x4E63230,14,ascii,UUeUfUUVfeUUUV,si,,
0x4E63232,0x4E63240,14,ascii,UUUUUfffUeffVU,si,,
0x4E63242,0x4E63250,14,ascii,VefUUefUfUUUUe,si,,
0x4E63252,0x4E63260,14,ascii,VeUUUfffVfVeee,si,,
0x4E63262,0x4E63270,14,ascii,333333C3333333,si,,
0x4E63272,0x4E63280,14,ascii,fVffffeVfffffV,si,,
0x4E63282,0x4E63290,14,ascii,ffffVfffffffff,si,,
0x4E63292,0x4E632A0,14,ascii,fffefffffffeee,si,,
0x4E632A2,0x4E632B0,14,ascii,VfefffeffVUeVf,si,,
0x4E632B2,0x4E632C0,14,ascii,efeefVfUefVVUe,si,,
0x4E632C2,0x4E632D0,14,ascii,VefffUeUefeVUe,si,,
0x4E632D2,0x4E632E0,14,ascii,fUVeUUVeUeVeUU,si,,
0x4E632E2,0x4E632F0,14,ascii,UUUeUVUUeUVUUU,si,,
0x4E632F2,0x4E63300,14,ascii,UUUUUUVUUUUUUU,si,,
0x4E63302,0x4E63310,14,ascii,UTUUTEUUUTEUUU,si,,
0x4E63312,0x4E63320,14,ascii,UTUUEEUUEUEUUU,si,,
0x4E63322,0x4E63330,14,ascii,UUUUeeUeUUUUUU,si,,
0x4E63332,0x4E63340,14,ascii,fVeUVVeUeeUeUU,si,,
0x4E63342,0x4E63350,14,ascii,UUUVeUUUUUeUVU,si,,
0x4E63352,0x4E63360,14,ascii,UUVUUUUUUfffUU,si,,
0x4E63362,0x4E63370,14,ascii,eUUUUVVVUeUUUe,si,,
0x4E63372,0x4E63380,14,ascii,UUUUUUUVUUUUUU,si,,
0x4E63382,0x4E63390,14,ascii,TUUUUUUUTEUEUU,si,,
0x4E63392,0x4E633A0,14,ascii,TUUUTEEUEUEUUU,si,,
0x4E633A2,0x4E633B0,14,ascii,UTETETTUUEUDTD,si,,
0x4E633B2,0x4E633C0,14,ascii,EDDUTTDEDETDDE,si,,
0x4E633C2,0x4E633D0,14,ascii,DTDDTDDCEDDDDE,si,,
0x4E633D2,0x4E633E0,14,ascii,DDDDDETDDDETDD,si,,
0x4E633E2,0x4E633F0,14,ascii,DEDDDDDDDDDD4D,si,,
0x4E633F2,0x4E63400,14,ascii,DDCCDDDDDDDEDD,si,,
0x4E63402,0x4E63410,14,ascii,4DDDDCDDDDDCDD,si,,
0x4E63412,0x4E63420,14,ascii,CDDDDC44DDDC4D,si,,
0x4E63422,0x4E63430,14,ascii,DCCD4DD3C4DDDC,si,,
0x4E63432,0x4E63440,14,ascii,DDDDDDC4DCDDDD,si,,
0x4E63442,0x4E63450,14,ascii,C44D4DD4DCDDDD,si,,
0x4E63452,0x4E63460,14,ascii,DDD4D4DDD4444C,si,,
0x4E63462,0x4E63470,14,ascii,DDDD4DCCDDC4DD,si,,
0x4E63472,0x4E63480,14,ascii,3D4DC4D3D43DD4,si,,
0x4E63482,0x4E63490,14,ascii,CCD3DD43333C3C,si,,
0x4E63492,0x4E634A0,14,ascii,343C33C3334C3D,si,,
0x4E634B2,0x4E634C0,14,ascii,33333333332332,si,,
0x4E63662,0x4E63670,14,ascii,"""""""""""!""""""""""""""""",si,,
0x4E64692,0x4E646A0,14,ascii,C34C33344DDUEU,si,,
0x4E646A2,0x4E646B0,14,ascii,TUUUeUUEDDeeVe,si,,
0x4E646F2,0x4E64700,14,ascii,3343333C3C3D4D,si,,
0x4E64742,0x4E64750,14,ascii,"""""2333DDD33333",si,,
0x4E64752,0x4E64760,14,ascii,UTVeETE54CSTED,si,,
0x4E64762,0x4E64770,14,ascii,D334C4EEDD33DV,si,,
0x4E64772,0x4E64780,14,ascii,eVUUEDTUVTUEED,si,,
0x4E661C4,0x4E661CE,10,ascii,4sSETTRDE1,si,,
0x4E69E14,0x4E69E20,12,ascii,"!""""""""""""3334C",si,,
0x4E6C837,0x4E6C841,10,ascii,"1 ?20!1"" ,",,,
0x4E71B72,0x4E71B80,14,ascii,"33323C3333""""""3",si,,
0x4E71B82,0x4E71B90,14,ascii,"""""""""""3C33""""2""!",si,,
0x4E7B4C2,0x4E7B4D0,14,ascii,"""""23333333D333",si,,
0x4E7B662,0x4E7B670,14,ascii,DD334333333333,si,,
0x4E7B672,0x4E7B680,14,ascii,UVUeUUUUUUEUUU,si,,
0x4E7B682,0x4E7B690,14,ascii,DTDEDDDDCDCC33,si,,
0x4E7B692,0x4E7B6A0,14,ascii,34CC3333333233,si,,
0x4E7D1A0,0x4E7D1CE,46,ascii,You the guy from the phone?\nShow us your face!,,si,
0x4E7D1E0,0x4E7D216,54,ascii,Keep your voice down! This is\nhow it's going to go.   ,,si,
0x4E7D228,0x4E7D23A,18,ascii,Just act casual.  ,,si,
0x4E7D24C,0x4E7D272,38,ascii,He won't even let us hear his\nvoice.  ,,si,
0x4E7D284,0x4E7D2A6,34,ascii,So it was you who called us\nhere? ,,si,
0x4E7D2D0,0x4E7D30A,58,ascii,What took you so long? I\nexpected better from you guys.   ,,si,
0x4E7D31C,0x4E7D34E,50,ascii,"Just thought we'd enjoy the\nmuseum, that's all.   ",,si,
0x4E7D360,0x4E7D39E,62,ascii,That didn't take long.  Just what I\nexpected from you guys.   ,,si,
0x4E7D3B0,0x4E7D3E2,50,ascii,You'd have to be retarded not to\nfigure that out. ,,si,
0x4E7D3F4,0x4E7D40E,26,ascii,So you want to talk Hojo? ,,si,
0x4E7D420,0x4E7D436,22,ascii,You know where he is? ,,si,
0x4E7D448,0x4E7D462,26,ascii,Where is he? Is he alive? ,,si,
0x4E7D474,0x4E7D48E,26,ascii,"One at a time, alright?   ",,si,
0x4E81902,0x4E8190D,11,ascii,"2""33233CBDD",si,,
0x4E88D35,0x4E88D40,11,ascii,CD4!4SfUV22,si,,
0x4EA1C52,0x4EA1C60,14,ascii,SS424DDefEDEVT,si,,
0x4EA1C82,0x4EA1C90,14,ascii,UEUFeEfUeVVUUD,si,,
0x4EA1E42,0x4EA1E50,14,ascii,"CD33""""""33D23""""",si,,
0x4EA1E72,0x4EA1E80,14,ascii,DfeEVE%DC242C3,si,,
0x4EA1EA2,0x4EA1EB0,14,ascii,DCCCCD321123DE,si,,
0x4EA21E2,0x4EA21ED,11,ascii,"""3D42CFeeU5",si,,
0x4EA25A2,0x4EA25B0,14,ascii,"DC43333432""!""3",si,,
0x4EA25E2,0x4EA25F0,14,ascii,"D522TVTDDTD43""",si,,
0x4EA25F6,0x4EA2600,10,ascii,"2C4UE""1C4""",si,,
0x4EA2602,0x4EA2610,14,ascii,"""""33333343DC33",si,,
0x4EA2652,0x4EA265F,13,ascii,"CCD333""3""""""!!",si,,
0x4EA2A72,0x4EA2A80,14,ascii,"VVF%""""2DUEfTCD",si,,
0x4EA2AB4,0x4EA2AC0,12,ascii,!!23DD5332DD,si,,
0x4EA2AC5,0x4EA2AD0,11,ascii,"!""""""34C43CD",si,,
0x4EA2D92,0x4EA2DA0,14,ascii,"33DSEdfefUVV3""",si,,
0x4EA2DA6,0x4EA2DB0,10,ascii,"!""""""""23443",si,,
0x4EA2E33,0x4EA2E40,13,ascii,"""2TUTE4333STU",si,,
0x4EA2FB2,0x4EA2FC0,14,ascii,"33""""3D43333C33",si,,
0x4EA33C5,0x4EA33D0,11,ascii,"""""23CC3""234",si,,
0x4EA35B4,0x4EA35C0,12,ascii,323224ETDSdV,si,,
0x4EA8824,0x4EA8831,13,ascii,"fn%""4""5e6 P5,",,,
0x4EA9243,0x4EA924E,11,ascii,"C4cC3E1DE1""",si,,
0x4EB5B32,0x4EB5B3C,10,ascii,Cc2DUDGudE,si,,
0x4EB97D2,0x4EB97E0,14,ascii,C3C4DC4DDCCD4C,si,,
0x4ECFEE2,0x4ECFEF0,14,ascii,VETDSEDDDT5DE5,si,,
0x4ED0212,0x4ED0220,14,ascii,"3334C43433C43""",si,,
0x4ED0222,0x4ED0230,14,ascii,"""2DCD43343332""",si,,
0x4ED76A5,0x4ED76B1,12,ascii,"!""2C33223!2,",si,,
0x4ED7772,0x4ED7780,14,ascii,D43C333333CCCD,si,,
0x4ED7792,0x4ED77A0,14,ascii,TTDE3DDTUEDDD4,si,,
0x4EE61A2,0x4EE61B0,14,ascii,"!""2333333C3332",si,,
0x4EE6285,0x4EE6290,11,ascii,"!!1!1?!0 2""",,,
0x4EE6DA2,0x4EE6DB0,14,ascii,"""""343333""23323",si,,
0x4EE7052,0x4EE7060,14,ascii,fVDDEDCTUfeUff,si,,
0x4EE70F2,0x4EE7100,14,ascii,UEeeeeVUeVVEUe,si,,
0x4EE73E2,0x4EE73EC,10,ascii,"C43""""""""""!""",si,,
0x4EECB62,0x4EECB6E,12,ascii,CDDTTEVeEGfU,si,,
0x4EEEE52,0x4EEEE5C,10,ascii,Beef4CVEf4,si,,
0x4EEEF92,0x4EEEF9F,13,ascii,fE434CC32DU44,si,,
0x4EEF052,0x4EEF060,14,ascii,ffV4T5DT43DVUf,si,,
0x4EEF062,0x4EEF070,14,ascii,fVUeefffEDUUED,si,,
0x4EEF082,0x4EEF090,14,ascii,"UU432333""2""""!""",si,,
0x4EF8F22,0x4EF8F30,14,ascii,EUEDDEUVVCDDDT,si,,
0x4EF9212,0x4EF921E,12,ascii,"433333CD3""""""",si,,
0x4EF9712,0x4EF9721,15,ascii,"ESeVfeUDB4""DUU,",si,,
0x4EF9822,0x4EF9830,14,ascii,"4CD43333""!!333",si,,
0x4EF9832,0x4EF9840,14,ascii,3D333433333333,si,,
0x4EF9842,0x4EF9850,14,ascii,"3""2C42332""3333",si,,
0x4EF9862,0x4EF9870,14,ascii,UF4334CCDddVVf,si,,
0x4EFF727,0x4EFF731,10,ascii,AeV32U74 5,,,
0x4F01A03,0x4F01A0E,11,ascii,CEBDUDD5DDE,si,,
0x4F100F0,0x4F100FE,14,ascii,Got all that? ,,si,
0x4F10110,0x4F10126,22,ascii,Pass the crest check  ,,si,
0x4F10138,0x4F1015A,34,ascii,and you gain access to the\nT-Gear.,,si,
0x4F1016C,0x4F10186,26,ascii,"After that, load the CD.  ",,si,
0x4F10198,0x4F101C2,42,ascii,I'll contact you again.  You can\ntrust me.,,si,
0x4F101D4,0x4F101FE,42,ascii,And don't try to follow me or\nanything.   ,,si,
0x4F10210,0x4F1022E,30,ascii,Hey! I'm not done with you.   ,,si,
0x4F10240,0x4F1025E,30,ascii,Hojo's the tip of the iceberg.,,si,
0x4F10270,0x4F10292,34,ascii,This isn't even the worst of it.  ,,si,
0x4F102A4,0x4F102B6,18,ascii,The worst of it?  ,,si,
0x4F102C8,0x4F102F2,42,ascii,This thing's a lot bigger than you\nthink. ,,si,
0x4F10304,0x4F10336,50,ascii,They've infiltrated BCP too.  Watch\nyourselves.   ,,,
0x4F10348,0x4F1035A,18,ascii,I'll be in touch. ,,si,
0x4F4BC22,0x4F4BC30,14,ascii,FVdVUT43UUE232,si,,
0x4F4BF62,0x4F4BF70,14,ascii,D344CED3DC43D4,si,,
0x4F4BF82,0x4F4BF90,14,ascii,"""""23C43323333B",si,,
0x4F653F2,0x4F65400,14,ascii,CC3333B33333CD,si,,
0x4F65412,0x4F65420,14,ascii,CC343DDDC4DDDD,si,,
0x4F65422,0x4F65430,14,ascii,DD4D3CCC33DDDD,si,,
0x4F65432,0x4F65440,14,ascii,DTUT4C4CDTDEDD,si,,
0x4F65442,0x4F65450,14,ascii,UTEUUUUDTDTTDT,si,,
0x4F65452,0x4F65460,14,ascii,"DDUUDUUUU4""3DU",si,,
0x4F65472,0x4F65480,14,ascii,VfVTEUUVeVED3C,si,,
0x4F65482,0x4F65490,14,ascii,44CDUUUTTDTUUD,si,,
0x4F65502,0x4F65510,14,ascii,33C3DD3333BDDT,si,,
0x4F65512,0x4F65520,14,ascii,TDDDTEEDTTDETU,si,,
0x4F65522,0x4F65530,14,ascii,3333434D4DDDDD,si,,
0x4F655A2,0x4F655B0,14,ascii,"442""23CDE3CCCC",si,,
0x4F655B2,0x4F655C0,14,ascii,D4CDDTUeffUFUU,si,,
0x4F6DA42,0x4F6DA50,14,ascii,"""CTfeEeffU4CDT",si,,
0x4F6DA52,0x4F6DA60,14,ascii,"33C33""""""""""233""",si,,
0x4F6DAD2,0x4F6DAE0,14,ascii,"4""""BdeVEDCC223",si,,
0x4F6DAE2,0x4F6DAF0,14,ascii,D443DDDDDUefUf,si,,
0x4F6DB02,0x4F6DB10,14,ascii,UCSDDUUEUfVE33,si,,
0x4F6DB12,0x4F6DB20,14,ascii,CTTVUTEDEDeUD3,si,,
0x4F6DB22,0x4F6DB30,14,ascii,"34DDC3""2""CDD44",si,,
0x4F6DB42,0x4F6DB50,14,ascii,4C3UVfVUEDTUU4,si,,
0x4F6DB52,0x4F6DB60,14,ascii,3CDCDTEDDEUEDD,si,,
0x4F6DB62,0x4F6DB70,14,ascii,TDTUeeUD4DDDDD,si,,
0x4F6DB72,0x4F6DB80,14,ascii,eVUDDDUEDD4D4D,si,,
0x4F6DB82,0x4F6DB90,14,ascii,TDDDTDDDCTUD4C,si,,
0x4F92950,0x4F92972,34,ascii,There he goes.  Wanna follow\nhim? ,,si,
0x4F92984,0x4F929AE,42,ascii,"Hold on, Jonathan.  First comes\nthis CD.  ",,si,
0x4F929C0,0x4F929EE,46,ascii,We need to see if what he's saying\nis legit.  ,,si,
0x4F92A00,0x4F92A22,34,ascii,Then we'll worry about who he is. ,,si,
0x4F92A34,0x4F92A62,46,ascii,"Like I said, he doesn't have a\nHome accent.   ",,si,
0x4F92A74,0x4F92A8A,22,ascii,He's clearly a Beyond.,,,
0x4F92A9C,0x4F92AD6,58,ascii,"He doesn't have a Home accent,\nwhich makes him a Beyond.  ",,si,
0x4F92AE8,0x4F92B0A,34,ascii,Meaning he ain't running\nanywhere.,,si,
0x4F92B1C,0x4F92B2E,18,ascii,Wait a minute.... ,,,
0x4F92B40,0x4F92B4E,14,ascii,What is it?   ,si,si,
0x4F92B60,0x4F92B7A,26,ascii,I smell cigarette smoke.  ,,,
0x4F92B8C,0x4F92BAA,30,ascii,"You weren't smoking, were you?",,si,
